searched_name,status,openalex_id,display_name,works_api_url,h_index,works_count,country_code
David Gamba,200,https://openalex.org/A5037188851,David Gamba,https://api.openalex.org/works?filter=author.id:A5037188851,1.0,5.0,
David Garcia,200,https://openalex.org/A5038971800,William M. Gardner,https://api.openalex.org/works?filter=author.id:A5038971800,36.0,199.0,
David Harding,200,https://openalex.org/A5102860548,David J. Harding,https://api.openalex.org/works?filter=author.id:A5102860548,43.0,416.0,
David Jurgens,200,https://openalex.org/A5064159344,Adam Kilgarriff,https://api.openalex.org/works?filter=author.id:A5064159344,44.0,156.0,
David Lazer,200,https://openalex.org/A5013670125,David Lazer,https://api.openalex.org/works?filter=author.id:A5013670125,62.0,513.0,
David Mimno,200,https://openalex.org/A5086934220,David Mimno,https://api.openalex.org/works?filter=author.id:A5086934220,34.0,140.0,
David Mingfei Liu,200,,,,,,
David Rand,200,https://openalex.org/A5056499434,David G. Rand,https://api.openalex.org/works?filter=author.id:A5056499434,98.0,566.0,
David Rothschild,200,https://openalex.org/A5054707908,David Rothschild,https://api.openalex.org/works?filter=author.id:A5054707908,30.0,237.0,
Davide Beraldo,200,https://openalex.org/A5061221995,Davide Beraldo,https://api.openalex.org/works?filter=author.id:A5061221995,9.0,24.0,
Davide Molteni,200,https://openalex.org/A5052449725,Davide Molteni,https://api.openalex.org/works?filter=author.id:A5052449725,6.0,23.0,
Davide Vega,200,https://openalex.org/A5019051904,Davide Vega,https://api.openalex.org/works?filter=author.id:A5019051904,11.0,55.0,
Dean Eckles,200,https://openalex.org/A5080265907,Dean Eckles,https://api.openalex.org/works?filter=author.id:A5080265907,34.0,121.0,
Dean Knox,200,https://openalex.org/A5087031929,Dean Knox,https://api.openalex.org/works?filter=author.id:A5087031929,15.0,120.0,
Deb Roy,200,https://openalex.org/A5004281470,Deb Roy,https://api.openalex.org/works?filter=author.id:A5004281470,42.0,275.0,
Deborah N Brewis,200,https://openalex.org/A5013072551,Deborah N. Brewis,https://api.openalex.org/works?filter=author.id:A5013072551,8.0,38.0,
Deepak Sharma,200,https://openalex.org/A5100786499,Deepak Sharma,https://api.openalex.org/works?filter=author.id:A5100786499,35.0,445.0,
Denis Bonnay,200,https://openalex.org/A5058810080,Denis Bonnay,https://api.openalex.org/works?filter=author.id:A5058810080,12.0,72.0,
Denitsa Saynova,200,https://openalex.org/A5066295934,Denitsa Saynova,https://api.openalex.org/works?filter=author.id:A5066295934,2.0,9.0,
Derek Holliday,200,https://openalex.org/A5011855937,Derek Holliday,https://api.openalex.org/works?filter=author.id:A5011855937,6.0,14.0,
Derek Ouyang,200,https://openalex.org/A5008551833,Derek Ouyang,https://api.openalex.org/works?filter=author.id:A5008551833,8.0,36.0,
Derek Powell,200,https://openalex.org/A5056166213,Derek Powell,https://api.openalex.org/works?filter=author.id:A5056166213,21.0,67.0,
Deshan Sumanathilaka,200,https://openalex.org/A5092142578,T.G.D.K. Sumanathilaka,https://api.openalex.org/works?filter=author.id:A5092142578,4.0,16.0,
Desheng Hu,200,https://openalex.org/A5007105250,Desheng Hu,https://api.openalex.org/works?filter=author.id:A5007105250,34.0,164.0,
Diana Jordan,200,https://openalex.org/A5030569800,C. Diana Jordan,https://api.openalex.org/works?filter=author.id:A5030569800,10.0,22.0,
Didem Gundogdu,200,https://openalex.org/A5069479167,Didem Gündoğdu,https://api.openalex.org/works?filter=author.id:A5069479167,3.0,10.0,
Diego Donoso,200,https://openalex.org/A5030344964,Diego José Donoso Vargas,https://api.openalex.org/works?filter=author.id:A5030344964,2.0,10.0,
Diego Fregolent Mendes de Oliveira,200,https://openalex.org/A5124304715,Diego Fregolent Mendes de Oliveira,https://api.openalex.org/works?filter=author.id:A5124304715,0.0,2.0,
Diego Garlaschelli,200,https://openalex.org/A5041273626,Diego Garlaschelli,https://api.openalex.org/works?filter=author.id:A5041273626,37.0,228.0,
Diego Giuliani,200,https://openalex.org/A5057130762,Diego Giuliani,https://api.openalex.org/works?filter=author.id:A5057130762,25.0,186.0,
Dietram A. Scheufele,200,https://openalex.org/A5064753440,Dietram A. Scheufele,https://api.openalex.org/works?filter=author.id:A5064753440,76.0,327.0,
Diletta Goglia,200,https://openalex.org/A5063013145,Diletta Goglia,https://api.openalex.org/works?filter=author.id:A5063013145,2.0,6.0,
Dimitrios Kokkinakis,200,https://openalex.org/A5064802580,Dimitrios Kokkinakis,https://api.openalex.org/works?filter=author.id:A5064802580,15.0,107.0,
Dingeman Jan Van der Laan,200,https://openalex.org/A5109368065,Jan van der Laan,https://api.openalex.org/works?filter=author.id:A5109368065,9.0,42.0,
Dino Pedreschi,200,https://openalex.org/A5044898565,Dino Pedreschi,https://api.openalex.org/works?filter=author.id:A5044898565,58.0,386.0,
Diogo Geraldes,200,https://openalex.org/A5045790313,Diogo M. Geraldes,https://api.openalex.org/works?filter=author.id:A5045790313,9.0,15.0,
Dirk U. Wulff,200,https://openalex.org/A5006793496,Dirk U. Wulff,https://api.openalex.org/works?filter=author.id:A5006793496,23.0,125.0,
Diyi Liu,200,https://openalex.org/A5089413311,Diyi Yang,https://api.openalex.org/works?filter=author.id:A5089413311,46.0,357.0,
Diyi Yang,200,https://openalex.org/A5089413311,Diyi Yang,https://api.openalex.org/works?filter=author.id:A5089413311,46.0,357.0,
Do Won Kim,200,https://openalex.org/A5100321802,Seong‐Jin Kim,https://api.openalex.org/works?filter=author.id:A5100321802,52.0,465.0,
Dominik Batorski,200,https://openalex.org/A5050286782,Dominik Batorski,https://api.openalex.org/works?filter=author.id:A5050286782,13.0,63.0,
Dominik Loibner,200,,,,,,
Dong Nguyen,200,https://openalex.org/A5091022089,Quan Dong Nguyen,https://api.openalex.org/works?filter=author.id:A5091022089,67.0,760.0,
DongHak Lee,200,https://openalex.org/A5031842660,Donghak Lee,https://api.openalex.org/works?filter=author.id:A5031842660,5.0,7.0,
Dongping Chen,200,https://openalex.org/A5080344245,Dongping Chen,https://api.openalex.org/works?filter=author.id:A5080344245,37.0,251.0,
Douglas Guilbeault,200,https://openalex.org/A5036032919,Douglas Guilbeault,https://api.openalex.org/works?filter=author.id:A5036032919,12.0,57.0,
Douglas Richard Guilbeault,200,https://openalex.org/A5036032919,Douglas Guilbeault,https://api.openalex.org/works?filter=author.id:A5036032919,12.0,57.0,
Drew Johnston,200,https://openalex.org/A5031680408,Drew Johnston,https://api.openalex.org/works?filter=author.id:A5031680408,9.0,29.0,
Duilio Balsamo,200,https://openalex.org/A5090318645,Duilio Balsamo,https://api.openalex.org/works?filter=author.id:A5090318645,4.0,10.0,
Duncan Cassells,200,https://openalex.org/A5093587867,Duncan Cassells,https://api.openalex.org/works?filter=author.id:A5093587867,1.0,6.0,
Duncan J. Watts,200,https://openalex.org/A5000679279,Duncan J. Watts,https://api.openalex.org/works?filter=author.id:A5000679279,70.0,233.0,
Duncan Watts,200,https://openalex.org/A5000679279,Duncan J. Watts,https://api.openalex.org/works?filter=author.id:A5000679279,70.0,233.0,
Dustin Brunner,200,https://openalex.org/A5021210667,Dominik Brunner,https://api.openalex.org/works?filter=author.id:A5021210667,66.0,581.0,
Dustin Wright,200,https://openalex.org/A5090577017,Dustin E. Wright,https://api.openalex.org/works?filter=author.id:A5090577017,9.0,25.0,
Dylan Thurgood,200,https://openalex.org/A5121671024,Dylan Thurgood,https://api.openalex.org/works?filter=author.id:A5121671024,0.0,2.0,
Eaman Jahani,200,https://openalex.org/A5000868394,Eaman Jahani,https://api.openalex.org/works?filter=author.id:A5000868394,10.0,45.0,
Ece Calikus,200,https://openalex.org/A5004308290,Ece Calikus,https://api.openalex.org/works?filter=author.id:A5004308290,6.0,14.0,
Eckehard Olbrich,200,https://openalex.org/A5074755166,Eckehard Olbrich,https://api.openalex.org/works?filter=author.id:A5074755166,23.0,111.0,
Eddie Yang,200,https://openalex.org/A5055381395,Eddie Belter,https://api.openalex.org/works?filter=author.id:A5055381395,3.0,3.0,
Edmond Awad,200,https://openalex.org/A5033716467,Edmond Awad,https://api.openalex.org/works?filter=author.id:A5033716467,17.0,74.0,
Edoardo Di Martino,200,https://openalex.org/A5114988046,Edoardo Di Martino,https://api.openalex.org/works?filter=author.id:A5114988046,1.0,6.0,
Edoardo Loru,200,https://openalex.org/A5092998265,Edoardo Loru,https://api.openalex.org/works?filter=author.id:A5092998265,3.0,19.0,
Edoardo Maggioni,200,https://openalex.org/A5030915724,Edoardo Mampreso,https://api.openalex.org/works?filter=author.id:A5030915724,12.0,30.0,
Edwin de Jonge,200,https://openalex.org/A5070909977,Edwin de Jonge,https://api.openalex.org/works?filter=author.id:A5070909977,8.0,58.0,
Eelke Heemskerk,200,https://openalex.org/A5010373001,Eelke M. Heemskerk,https://api.openalex.org/works?filter=author.id:A5010373001,28.0,111.0,
Efe Tüzün,200,https://openalex.org/A5115780937,Efe Tuzun,https://api.openalex.org/works?filter=author.id:A5115780937,0.0,1.0,
Ege Demirci,200,https://openalex.org/A5111793089,Senem Demirci,https://api.openalex.org/works?filter=author.id:A5111793089,9.0,19.0,
Egor Kotov,200,https://openalex.org/A5002144560,Egor Kotov,https://api.openalex.org/works?filter=author.id:A5002144560,2.0,39.0,
Ehsan Dehghan,200,https://openalex.org/A5074870255,Ehsan Dehghan,https://api.openalex.org/works?filter=author.id:A5074870255,15.0,93.0,
Ehsan Hoque,200,https://openalex.org/A5106184792,Mohammed Ehsan Hoque,https://api.openalex.org/works?filter=author.id:A5106184792,21.0,66.0,
Ekaterina Landgren,200,https://openalex.org/A5015866712,Ekaterina Landgren,https://api.openalex.org/works?filter=author.id:A5015866712,1.0,10.0,
Ekaterina Vylomova,200,https://openalex.org/A5088590161,Terry Regier,https://api.openalex.org/works?filter=author.id:A5088590161,43.0,135.0,
Elena Candellone,200,https://openalex.org/A5092645218,Elena Candellone,https://api.openalex.org/works?filter=author.id:A5092645218,2.0,7.0,
Elena Chechik,200,https://openalex.org/A5089735707,Елена Чечик,https://api.openalex.org/works?filter=author.id:A5089735707,2.0,12.0,
Elena D'Agnese,200,https://openalex.org/A5115653580,Elena D’Agnese,https://api.openalex.org/works?filter=author.id:A5115653580,1.0,6.0,
Eleonora Albarese,200,,,,,,
Elias Fernández Domingos,200,https://openalex.org/A5056886170,Elias Fernández Domingos,https://api.openalex.org/works?filter=author.id:A5056886170,7.0,31.0,
Elis Carlberg Larsson,200,https://openalex.org/A5056708768,Elis Carlberg Larsson,https://api.openalex.org/works?filter=author.id:A5056708768,1.0,6.0,
Elisa Klüger,200,https://openalex.org/A5076251583,Elisa Klüger,https://api.openalex.org/works?filter=author.id:A5076251583,5.0,21.0,
Elisa Omodei,200,https://openalex.org/A5002901620,Elisa Omodei,https://api.openalex.org/works?filter=author.id:A5002901620,10.0,59.0,
Elisabeth Höldrich,200,https://openalex.org/A5120572440,Elisabeth Höldrich,https://api.openalex.org/works?filter=author.id:A5120572440,0.0,1.0,
Elisabetta Colosi,200,https://openalex.org/A5021538265,Elisabetta Colosi,https://api.openalex.org/works?filter=author.id:A5021538265,4.0,12.0,
Elisabetta Salvai,200,,,,,,
Elizabeth Jacobs,200,https://openalex.org/A5081350025,Elizabeth A. Jacobs,https://api.openalex.org/works?filter=author.id:A5081350025,50.0,261.0,
Elizabeth Roberto,200,https://openalex.org/A5047340885,Wendy S. Post,https://api.openalex.org/works?filter=author.id:A5047340885,103.0,916.0,
Elizaveta Kopacheva,200,https://openalex.org/A5082395980,Elizaveta Kopacheva,https://api.openalex.org/works?filter=author.id:A5082395980,4.0,8.0,
Elizaveta Sivak,200,https://openalex.org/A5084918963,Елизавета Сивак,https://api.openalex.org/works?filter=author.id:A5084918963,10.0,52.0,
Elliot E. Pickens,200,https://openalex.org/A5084148692,Elliot E. Pickens,https://api.openalex.org/works?filter=author.id:A5084148692,1.0,2.0,
Elyse Joan Thulin,200,https://openalex.org/A5012632282,Elyse J. Thulin,https://api.openalex.org/works?filter=author.id:A5012632282,10.0,40.0,
Emanuel Wittberg,200,https://openalex.org/A5007241438,Emanuel Wittberg,https://api.openalex.org/works?filter=author.id:A5007241438,5.0,23.0,
Emanuela Vaghi,200,https://openalex.org/A5116257168,Emanuela Vaghi,https://api.openalex.org/works?filter=author.id:A5116257168,0.0,1.0,
Emese Bata,200,https://openalex.org/A5119408634,Emese Bata,https://api.openalex.org/works?filter=author.id:A5119408634,0.0,2.0,
Émilien Schultz,200,https://openalex.org/A5079294298,Émilien Schultz,https://api.openalex.org/works?filter=author.id:A5079294298,11.0,114.0,
Emilio Calvano,200,https://openalex.org/A5030092162,Emilio Calvano,https://api.openalex.org/works?filter=author.id:A5030092162,19.0,46.0,
Emilio Zagheni,200,https://openalex.org/A5086453253,Emilio Zagheni,https://api.openalex.org/works?filter=author.id:A5086453253,35.0,207.0,
Emily K McKinley,200,https://openalex.org/A5116848485,Emily K McKinley,https://api.openalex.org/works?filter=author.id:A5116848485,0.0,5.0,
Emily Xing,200,https://openalex.org/A5041997204,Ren Mo,https://api.openalex.org/works?filter=author.id:A5041997204,2.0,4.0,
Emma Bonutti D'Agostini,200,https://openalex.org/A5119050137,Emma Bonutti d'Agostini,https://api.openalex.org/works?filter=author.id:A5119050137,1.0,1.0,
Emma Fraxanet,200,https://openalex.org/A5092474581,Emma Fraxanet,https://api.openalex.org/works?filter=author.id:A5092474581,1.0,6.0,
Emma Harvey,200,https://openalex.org/A5004497016,Sheila Fisher,https://api.openalex.org/works?filter=author.id:A5004497016,58.0,168.0,
Emma Pierson,200,https://openalex.org/A5067807487,Emma Pierson,https://api.openalex.org/works?filter=author.id:A5067807487,25.0,106.0,
Emmanuel Candes,200,https://openalex.org/A5072495084,Emmanuel J. Candès,https://api.openalex.org/works?filter=author.id:A5072495084,88.0,299.0,
Emoke-Agnes Horvat,200,https://openalex.org/A5004566032,Emőke-Ágnes Horvát,https://api.openalex.org/works?filter=author.id:A5004566032,15.0,72.0,
Enrico Verdolotti,200,https://openalex.org/A5116269664,Enrico Verdolotti,https://api.openalex.org/works?filter=author.id:A5116269664,1.0,2.0,
Erdem Şahin,200,https://openalex.org/A5038765962,Erdem Tüzün,https://api.openalex.org/works?filter=author.id:A5038765962,38.0,396.0,
Eric Gilbert,200,https://openalex.org/A5024795472,Éric Gilbert,https://api.openalex.org/works?filter=author.id:A5024795472,55.0,210.0,
Eric M. Feltham,200,https://openalex.org/A5092160363,Eric M. Feltham,https://api.openalex.org/works?filter=author.id:A5092160363,0.0,1.0,
Erica Cai,200,https://openalex.org/A5084862136,Erica P. Cai,https://api.openalex.org/works?filter=author.id:A5084862136,16.0,40.0,
Erick Elejalde,200,https://openalex.org/A5091661935,Erick Elejalde,https://api.openalex.org/works?filter=author.id:A5091661935,9.0,28.0,
Erik Brynjolfsson,200,https://openalex.org/A5038255653,Erik Brynjolfsson,https://api.openalex.org/works?filter=author.id:A5038255653,85.0,324.0,
Erik Wachtmeister,200,https://openalex.org/A5124966893,Erik Wachtmeister,https://api.openalex.org/works?filter=author.id:A5124966893,0.0,1.0,
Erik Weis,200,https://openalex.org/A5037695522,Erik Weis,https://api.openalex.org/works?filter=author.id:A5037695522,11.0,55.0,
Erin Walk,200,https://openalex.org/A5075790566,Erin Walk,https://api.openalex.org/works?filter=author.id:A5075790566,3.0,10.0,
Erwanghao Yu,200,https://openalex.org/A5074394862,Eden S. H. Yu,https://api.openalex.org/works?filter=author.id:A5074394862,17.0,97.0,
Esin DURMUS,200,https://openalex.org/A5001994692,Esin Durmus,https://api.openalex.org/works?filter=author.id:A5001994692,19.0,51.0,
Esra Dönmez,200,https://openalex.org/A5065662308,Esra Dönmez,https://api.openalex.org/works?filter=author.id:A5065662308,5.0,41.0,
Esteban Moro,200,https://openalex.org/A5088539840,Esteban Moro,https://api.openalex.org/works?filter=author.id:A5088539840,38.0,179.0,
Eszter Bokanyi,200,https://openalex.org/A5072156055,Eszter Bokányi,https://api.openalex.org/works?filter=author.id:A5072156055,9.0,37.0,
Ethan Zuckerman,200,https://openalex.org/A5049679668,Ethan Zuckerman,https://api.openalex.org/works?filter=author.id:A5049679668,23.0,96.0,
Ethel Elikem Mensah,200,https://openalex.org/A5113224108,Ekow Mensah,https://api.openalex.org/works?filter=author.id:A5113224108,7.0,31.0,
Étienne Ollion,200,https://openalex.org/A5022704573,Étienne Ollion,https://api.openalex.org/works?filter=author.id:A5022704573,17.0,131.0,
Eugene A. Chu,200,https://openalex.org/A5082312494,Eugene A. Chu,https://api.openalex.org/works?filter=author.id:A5082312494,14.0,43.0,
Eunsoo Sohn,200,https://openalex.org/A5061158667,Eunsoo Sohn,https://api.openalex.org/works?filter=author.id:A5061158667,8.0,25.0,
Eunsung Yoon,200,https://openalex.org/A5039304227,Eunsung Yoon,https://api.openalex.org/works?filter=author.id:A5039304227,2.0,4.0,
Evey Jiaxin Huang,200,https://openalex.org/A5048372184,Evey Jiaxin Huang,https://api.openalex.org/works?filter=author.id:A5048372184,4.0,7.0,
Ezequiel Lopez-Lopez,200,https://openalex.org/A5091243468,Ezequiel López‐Rubio,https://api.openalex.org/works?filter=author.id:A5091243468,25.0,220.0,
Fabian Baumann,200,https://openalex.org/A5046927655,Fabian Baumann,https://api.openalex.org/works?filter=author.id:A5046927655,15.0,63.0,
Fabian Tschofenig,200,https://openalex.org/A5092825154,Fabian Tschofenig,https://api.openalex.org/works?filter=author.id:A5092825154,2.0,6.0,
Fabio Ciulla,200,https://openalex.org/A5011773766,Fabio Ciulla,https://api.openalex.org/works?filter=author.id:A5011773766,8.0,31.0,
Fabio Sartori,200,https://openalex.org/A5053982410,Fábio Sartori,https://api.openalex.org/works?filter=author.id:A5053982410,14.0,129.0,
Fabrizio Germano,200,https://openalex.org/A5007114681,Fabrizio Germano,https://api.openalex.org/works?filter=author.id:A5007114681,12.0,63.0,
Faezeh Fadaei,200,https://openalex.org/A5124811732,Faezeh Fadaei,https://api.openalex.org/works?filter=author.id:A5124811732,0.0,4.0,
Fai Poungpeth,200,,,,,,
Fan Wenlu,200,https://openalex.org/A5070565287,Wenfei Fan,https://api.openalex.org/works?filter=author.id:A5070565287,58.0,297.0,
Fanxi He,200,https://openalex.org/A5061228091,Fanxi He,https://api.openalex.org/works?filter=author.id:A5061228091,1.0,1.0,
Farhan Samir,200,https://openalex.org/A5086887575,Farhan Samir,https://api.openalex.org/works?filter=author.id:A5086887575,4.0,22.0,
Fariba Karimi,200,https://openalex.org/A5074129504,Fariba Karimi,https://api.openalex.org/works?filter=author.id:A5074129504,17.0,111.0,
Farnaz Jahanbakhsh,200,https://openalex.org/A5076364930,Farnaz Jahanbakhsh,https://api.openalex.org/works?filter=author.id:A5076364930,9.0,23.0,
Federica Imbriale,200,,,,,,
Federico Battiston,200,https://openalex.org/A5088448789,Federico Battiston,https://api.openalex.org/works?filter=author.id:A5088448789,29.0,130.0,
Federico Cammelli,200,https://openalex.org/A5061152966,Federico Cammelli,https://api.openalex.org/works?filter=author.id:A5061152966,11.0,28.0,
Federico Delussu,200,https://openalex.org/A5068009402,Federico Delussu,https://api.openalex.org/works?filter=author.id:A5068009402,4.0,5.0,
Federico Pilati,200,https://openalex.org/A5008862185,Federico Pilati,https://api.openalex.org/works?filter=author.id:A5008862185,5.0,24.0,
Felicia Loecherbach,200,https://openalex.org/A5014175416,Felicia Löecherbach,https://api.openalex.org/works?filter=author.id:A5014175416,8.0,23.0,
Felix Gaisbauer,200,https://openalex.org/A5101757276,Felix Gaisbauer,https://api.openalex.org/works?filter=author.id:A5101757276,6.0,23.0,
Felix Schmidt,200,https://openalex.org/A5057871177,Felix Schmidt,https://api.openalex.org/works?filter=author.id:A5057871177,31.0,99.0,
Felix Victor Münch,200,https://openalex.org/A5043088159,Felix Victor Münch,https://api.openalex.org/works?filter=author.id:A5043088159,5.0,26.0,
Fernando Alva-Manchego,200,https://openalex.org/A5078039217,Fernando Alva-Manchego,https://api.openalex.org/works?filter=author.id:A5078039217,12.0,44.0,
Fijnanda van Klingeren,200,https://openalex.org/A5069567619,Fijnanda van Klingeren,https://api.openalex.org/works?filter=author.id:A5069567619,3.0,7.0,
Filipi Nascimento Silva,200,https://openalex.org/A5025683130,Filipi N. Silva,https://api.openalex.org/works?filter=author.id:A5025683130,17.0,91.0,
Filippo Menczer,200,https://openalex.org/A5021346979,Filippo Menczer,https://api.openalex.org/works?filter=author.id:A5021346979,69.0,660.0,
Filippo Trentini,200,https://openalex.org/A5036743779,Filippo Trentini,https://api.openalex.org/works?filter=author.id:A5036743779,28.0,88.0,
Filippo Zimmaro,200,https://openalex.org/A5080973755,Filippo Zimmaro,https://api.openalex.org/works?filter=author.id:A5080973755,4.0,15.0,
Flávio L. Pinheiro,200,https://openalex.org/A5056296020,Flávio L. Pinheiro,https://api.openalex.org/works?filter=author.id:A5056296020,21.0,104.0,
Flóra Samu,200,https://openalex.org/A5036307421,Flóra Samu,https://api.openalex.org/works?filter=author.id:A5036307421,6.0,16.0,
Florian Bolenz,200,https://openalex.org/A5111501534,Maximilian Burger,https://api.openalex.org/works?filter=author.id:A5111501534,62.0,523.0,
Florian Keusch,200,https://openalex.org/A5051891666,Florian Keusch,https://api.openalex.org/works?filter=author.id:A5051891666,25.0,122.0,
Florian Kunneman,200,https://openalex.org/A5063456893,Florian Kunneman,https://api.openalex.org/works?filter=author.id:A5063456893,11.0,71.0,
Florian Meier,200,https://openalex.org/A5100624179,Florian Meier,https://api.openalex.org/works?filter=author.id:A5100624179,34.0,91.0,
Fortune Nwaiwu,200,https://openalex.org/A5033227248,Fortune Nwaiwu,https://api.openalex.org/works?filter=author.id:A5033227248,8.0,22.0,
Francesca Bolla Tripodi,200,https://openalex.org/A5005439864,Francesca Bolla Tripodi,https://api.openalex.org/works?filter=author.id:A5005439864,7.0,52.0,
Francesco Corso,200,https://openalex.org/A5052194553,F. Dal Corso,https://api.openalex.org/works?filter=author.id:A5052194553,25.0,80.0,
Francesco Pierri,200,https://openalex.org/A5013385420,Francesco Pierri,https://api.openalex.org/works?filter=author.id:A5013385420,19.0,372.0,
Francisco Barreras,200,https://openalex.org/A5039966234,Francisco Barreras,https://api.openalex.org/works?filter=author.id:A5039966234,4.0,19.0,
Francisco Ruge-Murcia,200,https://openalex.org/A5076779869,Alexander L. Wolman,https://api.openalex.org/works?filter=author.id:A5076779869,22.0,103.0,
François Portet,200,https://openalex.org/A5079066445,François Portet,https://api.openalex.org/works?filter=author.id:A5079066445,29.0,282.0,
Frank Esser,200,https://openalex.org/A5042787477,Frank Esser,https://api.openalex.org/works?filter=author.id:A5042787477,56.0,300.0,
Frank Mangold,200,https://openalex.org/A5017437256,Frank Mangold,https://api.openalex.org/works?filter=author.id:A5017437256,9.0,35.0,
Frank W. Takes,200,https://openalex.org/A5032475130,Frank W. Takes,https://api.openalex.org/works?filter=author.id:A5032475130,15.0,121.0,
Franziska Weeber,200,https://openalex.org/A5001708723,Franziska Weeber,https://api.openalex.org/works?filter=author.id:A5001708723,2.0,8.0,
Frédéric Berdoz,200,https://openalex.org/A5115003228,Frédéric Berdoz,https://api.openalex.org/works?filter=author.id:A5115003228,1.0,7.0,
Frederico Francisco,200,https://openalex.org/A5016223874,Frederico Francisco,https://api.openalex.org/works?filter=author.id:A5016223874,9.0,40.0,
Fredrik Jansson,200,https://openalex.org/A5040642674,Sekar Kathiresan,https://api.openalex.org/works?filter=author.id:A5040642674,77.0,223.0,
Frenk van Harreveld,200,https://openalex.org/A5038920997,Frenk van Harreveld,https://api.openalex.org/works?filter=author.id:A5038920997,37.0,192.0,
Friedolin Merhout,200,https://openalex.org/A5077079991,Friedolin Merhout,https://api.openalex.org/works?filter=author.id:A5077079991,9.0,21.0,
FUJIO TORIUMI,200,https://openalex.org/A5040217228,Fujio Toriumi,https://api.openalex.org/works?filter=author.id:A5040217228,18.0,243.0,
Gabriel Maurial,200,,,,,,
Gabriela Juncosa,200,https://openalex.org/A5115087102,Gabriela Juncosa,https://api.openalex.org/works?filter=author.id:A5115087102,0.0,5.0,
Gabriele Bossi,200,https://openalex.org/A5125341166,Gabriele Bossi,https://api.openalex.org/works?filter=author.id:A5125341166,0.0,1.0,
Gabriele Di Bona,200,https://openalex.org/A5066532084,Gabriele Di Bona,https://api.openalex.org/works?filter=author.id:A5066532084,4.0,16.0,
Gabriella Harari,200,https://openalex.org/A5032381602,Gabriella M. Harari,https://api.openalex.org/works?filter=author.id:A5032381602,31.0,105.0,
Gabriella Pasi,200,https://openalex.org/A5066756066,Gabriella Pasi,https://api.openalex.org/works?filter=author.id:A5066756066,38.0,484.0,
Gahyoun Gim,200,https://openalex.org/A5101501249,Gahyoun Gim,https://api.openalex.org/works?filter=author.id:A5101501249,1.0,3.0,
Galántai Júlia,200,https://openalex.org/A5026555452,Júlia Galántai,https://api.openalex.org/works?filter=author.id:A5026555452,2.0,6.0,
Gang Li,200,https://openalex.org/A5100438640,Gang Li,https://api.openalex.org/works?filter=author.id:A5100438640,107.0,702.0,
Geoff Haddock,200,https://openalex.org/A5048263971,Geoffrey Haddock,https://api.openalex.org/works?filter=author.id:A5048263971,36.0,145.0,
Georg Ahnert,200,https://openalex.org/A5022685582,Georg Ahnert,https://api.openalex.org/works?filter=author.id:A5022685582,2.0,8.0,
Georgios Panayiotou,200,https://openalex.org/A5078725923,George Panayiotou,https://api.openalex.org/works?filter=author.id:A5078725923,14.0,31.0,
Gerardo Iñiguez,200,https://openalex.org/A5086711289,Gerardo Íñiguez,https://api.openalex.org/works?filter=author.id:A5086711289,14.0,56.0,
Gergely Mónus,200,https://openalex.org/A5039822591,Gergely Mónus,https://api.openalex.org/works?filter=author.id:A5039822591,2.0,4.0,
Gergo Toth,200,https://openalex.org/A5063493127,Gergő Tóth,https://api.openalex.org/works?filter=author.id:A5063493127,22.0,143.0,
Germans Savcisens,200,https://openalex.org/A5073159336,Germans Savcisens,https://api.openalex.org/works?filter=author.id:A5073159336,2.0,18.0,
Gert Stulp,200,https://openalex.org/A5086908160,Gert Stulp,https://api.openalex.org/works?filter=author.id:A5086908160,30.0,120.0,
Ghadeer Awwad,200,https://openalex.org/A5097605722,Ghadeer Awwad,https://api.openalex.org/works?filter=author.id:A5097605722,1.0,1.0,
Gian Pietro Picco,200,https://openalex.org/A5022068732,Gian Pietro Picco,https://api.openalex.org/works?filter=author.id:A5022068732,49.0,243.0,
Giangiacomo Bravo,200,https://openalex.org/A5079929906,Giangiacomo Bravo,https://api.openalex.org/works?filter=author.id:A5079929906,25.0,158.0,
Gianluca Nogara,200,https://openalex.org/A5047040090,Gianluca Nogara,https://api.openalex.org/works?filter=author.id:A5047040090,5.0,16.0,
Gianmarco De Francisci Morales,200,https://openalex.org/A5041680508,Gianmarco De Francisci Morales,https://api.openalex.org/works?filter=author.id:A5041680508,26.0,175.0,
Giannis Nikolentzos,200,https://openalex.org/A5011742954,Giannis Nikolentzos,https://api.openalex.org/works?filter=author.id:A5011742954,15.0,73.0,
Gili Rusak,200,https://openalex.org/A5004497268,Gili Rusak,https://api.openalex.org/works?filter=author.id:A5004497268,5.0,13.0,
Gilles Bastin,200,https://openalex.org/A5032218282,Hélène Bouvaist,https://api.openalex.org/works?filter=author.id:A5032218282,35.0,193.0,
Gioele Barabucci,200,https://openalex.org/A5091389844,Gioele Barabucci,https://api.openalex.org/works?filter=author.id:A5091389844,7.0,42.0,
Giordano de Marzo,200,https://openalex.org/A5020804251,Giordano De Marzo,https://api.openalex.org/works?filter=author.id:A5020804251,9.0,53.0,
Giovanni Petri,200,https://openalex.org/A5061160911,Dirk Helbing,https://api.openalex.org/works?filter=author.id:A5061160911,101.0,743.0,
Giulia Sturlese,200,,,,,,
Giuliano Cornacchia,200,https://openalex.org/A5081445152,Giuliano Cornacchia,https://api.openalex.org/works?filter=author.id:A5081445152,5.0,24.0,
